compensation,frame,path,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30,y_31,y_32,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,z_32
1,1,/Users/salomekoller/Library/CloudStorage/OneDrive-ZHAW/8. Semester/Bachelorarbeit/Unity VR Environment/Assets/AvatarDataAugmentation/Data/KeypointsExportKompensiert.csv,0.0,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,22.889999999999983,-22.726,121.5669999999999,-126.57669999999996,89.97899999999993,-105.1227,84.43400000000008,-103.66549999999997,74.0580000000001,-91.7487,75.90800000000002,-91.15890000000002,47.18500000000006,-34.838300000000004,55.15999999999997,-27.00199999999996,63.428,-18.57820000000004,-1007.957,-1007.957,64.24300000000005,-17.69240000000002,0.0,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,69.0693,69.85140000000001,200.25500000000005,200.5958,203.1646000000001,204.9232000000001,222.8882,224.7685,194.14180000000005,196.7255,193.0317,195.65700000000004,302.8384,305.4184,522.2109,526.4361,737.948,738.371,-310.477,-310.477,790.148,790.206,0.0,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-30.0202,-32.71198,-46.63102,-52.143277,91.41531,87.79991000000001,131.15961,127.83711000000002,134.70501000000002,132.09811000000002,101.07341000000002,98.41961,-54.232452,-55.732347,-86.36791,-73.35297,-140.74894,-141.03328,-48.49379,-48.49379,-95.50346,-95.37153
1,2,/Users/salomekoller/Library/CloudStorage/OneDrive-ZHAW/8. Semester/Bachelorarbeit/Unity VR Environment/Assets/AvatarDataAugmentation/Data/KeypointsExportKompensiert.csv,1.908999999999992,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,24.62900000000002,-21.00379999999996,123.3850000000001,-125.18589999999996,93.67999999999996,-103.39689999999996,88.70400000000006,-101.88070000000003,78.3370000000001,-89.89769999999999,79.72699999999998,-89.3886,48.357000000000085,-33.67430000000002,55.803,-26.350199999999973,63.51499999999999,-18.449499999999944,-1007.957,-1007.957,64.28599999999994,-17.66610000000003,-0.1192999999999528,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,69.06880000000001,69.77450000000005,200.27180000000004,200.35180000000005,202.9275,205.25740000000008,222.5729,225.2586,193.8337,197.2558,192.7937,196.05960000000005,302.9565,305.341,522.4335,526.3537,738.2600000000001,738.6329999999999,-310.477,-310.477,790.3660000000001,790.4240000000001,-1.6575699999999998,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-31.65658,-34.06495,-49.3444333,-53.320162,89.12441000000001,86.55211,128.98261000000002,126.50931,132.60721,130.84821000000002,98.95131,97.17271000000002,-55.343797,-56.752106,-86.88588,-74.65325,-140.99239,-141.31013,-48.49379,-48.49379,-95.63772,-95.59663
1,3,/Users/salomekoller/Library/CloudStorage/OneDrive-ZHAW/8. Semester/Bachelorarbeit/Unity VR Environment/Assets/AvatarDataAugmentation/Data/KeypointsExportKompensiert.csv,2.8319999999999936,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,25.47699999999997,-20.16300000000001,124.29499999999996,-124.57129999999997,95.418,-102.58929999999998,90.68600000000004,-101.0457,80.32299999999998,-89.01490000000001,81.51599999999996,-88.55229999999995,48.93400000000008,-33.101,56.114999999999895,-26.029300000000035,63.56100000000004,-18.41179999999997,-1007.957,-1007.957,64.28599999999994,-17.651200000000017,-0.1983999999999923,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,69.05600000000004,69.72370000000001,200.2667,200.1943,202.60760000000005,205.4302,222.14430000000004,225.51880000000008,193.40070000000003,197.54310000000004,192.4542,196.27590000000004,303.0069,305.3039,522.5400000000001,526.3207,738.457,738.7780000000001,-310.477,-310.477,790.4810000000001,790.536,-2.648869999999995,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-32.61036,-34.89228,-50.77207799999999,-54.105765,87.87741,85.72441,127.81871,125.63671000000002,131.42331,130.01801,97.75711,96.34441,-55.947689,-57.295671,-87.15947,-75.24743,-140.94134,-141.37022,-48.49379,-48.49379,-95.49199,-95.61985
1,4,/Users/salomekoller/Library/CloudStorage/OneDrive-ZHAW/8. Semester/Bachelorarbeit/Unity VR Environment/Assets/AvatarDataAugmentation/Data/KeypointsExportKompensiert.csv,3.7480000000000473,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,26.318000000000097,-19.328899999999976,125.1830000000001,-123.98339999999996,97.0200000000001,-101.78520000000005,92.505,-100.2101,82.13900000000001,-88.12689999999998,83.16099999999994,-87.71630000000005,49.50699999999995,-32.53060000000005,56.426000000000045,-25.70579999999996,63.601999999999975,-18.36699999999996,-1007.957,-1007.957,64.29100000000005,-17.636600000000044,-0.2729999999999677,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,69.04230000000001,69.67110000000002,200.26820000000004,200.02200000000005,202.2558,205.5979,221.677,225.77570000000003,192.9307,197.8292,192.08340000000004,196.48940000000005,303.05190000000005,305.26430000000005,522.6374000000001,526.2837000000001,738.6440000000001,738.8919999999999,-310.477,-310.477,790.5870000000001,790.6340000000001,-3.631859999999996,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-33.561809999999994,-35.72485,-52.150739,-54.929269,86.65111000000002,84.85351,126.67381,124.71961000000002,130.24541000000002,129.14231,96.57091,95.47081,-56.572451,-57.857934,-87.47403,-75.87163,-140.93407,-141.5369,-48.49379,-48.49379,-95.39195,-95.76678
1,5,/Users/salomekoller/Library/CloudStorage/OneDrive-ZHAW/8. Semester/Bachelorarbeit/Unity VR Environment/Assets/AvatarDataAugmentation/Data/KeypointsExportKompensiert.csv,5.316000000000031,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,27.81000000000006,-17.843700000000013,126.7589999999999,-122.9176,99.17700000000002,-100.3465,94.85900000000004,-98.7165,84.46600000000001,-86.54369999999994,85.34499999999991,-86.22299999999996,50.655000000000086,-31.38739999999996,57.226,-24.87659999999994,64.03399999999999,-17.899400000000014,-1007.957,-1007.957,64.69899999999996,-17.231199999999944,-0.3567999999999642,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,69.01930000000004,69.59370000000001,200.2685,199.73690000000005,201.3172,205.732,220.46120000000008,226.01620000000003,191.7053,198.11460000000005,191.09470000000005,196.6897,303.09590000000003,305.20310000000006,522.7469,526.2101,738.882,738.9990000000001,-310.477,-310.477,790.7099999999999,790.728,-5.416739999999997,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-35.33472,-37.35928,-54.340721,-56.624367,84.58801,83.08131,124.76581000000002,122.89111,128.17801,127.35151000000002,94.49431,93.68261,-57.970961,-59.16696,-88.48003,-77.44731999999999,-141.4656,-142.56488,-48.49379,-48.49379,-95.79207,-96.77919
1,6,/Users/salomekoller/Library/CloudStorage/OneDrive-ZHAW/8. Semester/Bachelorarbeit/Unity VR Environment/Assets/AvatarDataAugmentation/Data/KeypointsExportKompensiert.csv,5.860000000000014,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,28.396000000000072,-17.258000000000038,127.42700000000002,-122.38890000000004,99.7399999999999,-99.7862,95.39199999999994,-98.1535,84.99699999999996,-85.97000000000003,85.90199999999993,-85.65700000000004,51.239999999999895,-30.80179999999996,57.81100000000004,-24.287500000000023,64.61800000000005,-17.3116,-1007.957,-1007.957,65.28200000000004,-16.644499999999994,-0.3556999999999561,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,69.00800000000004,69.5824,200.23150000000004,199.7033,200.7334,205.60950000000005,219.7193,225.86670000000004,190.94980000000004,197.9662,190.4716,196.5647,303.08500000000004,305.1921,522.743,526.172,738.898,738.994,-310.477,-310.477,790.709,790.6999999999999,-6.14667,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-36.08581,-38.11028,-55.052518,-57.352996,83.85841000000002,82.35141000000002,124.10781,122.17481,127.39911,126.61301,93.71401,92.94301000000002,-58.72012,-59.91597,-89.17814999999999,-78.51867999999999,-142.08237,-143.52904999999998,-48.49379,-48.49379,-96.38936,-97.71735
1,7,/Users/salomekoller/Library/CloudStorage/OneDrive-ZHAW/8. Semester/Bachelorarbeit/Unity VR Environment/Assets/AvatarDataAugmentation/Data/KeypointsExportKompensiert.csv,8.07000000000005,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,30.264999999999983,-15.399599999999964,129.515,-121.98950000000002,103.17199999999993,-98.01430000000003,99.24300000000004,-96.17499999999995,88.83499999999992,-83.66930000000002,89.4129999999999,-83.68780000000004,52.22999999999991,-29.822000000000003,57.88900000000001,-24.17070000000001,63.724000000000046,-18.204799999999977,-1007.957,-1007.957,64.38800000000003,-17.523500000000013,-0.6340999999999894,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,68.92240000000004,69.3415,200.22430000000003,198.7303,200.17960000000005,205.9451,219.00660000000005,226.52640000000008,190.24010000000004,198.7828,189.89890000000003,197.1229,303.1811,305.0507,523.0462,526.086,739.5200000000001,739.343,-310.477,-310.477,791.051,791.0100000000001,-9.083589999999994,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-38.83298,-40.641584,-58.98948,-60.46451999999999,80.18341000000001,78.94931,120.55041,118.59731000000002,123.82431,123.12311,90.13031,89.46331,-60.18908,-61.0839,-89.30769,-79.30811,-141.01099,-142.9792,-48.49379,-48.49379,-95.00259,-97.12406
1,8,/Users/salomekoller/Library/CloudStorage/OneDrive-ZHAW/8. Semester/Bachelorarbeit/Unity VR Environment/Assets/AvatarDataAugmentation/Data/KeypointsExportKompensiert.csv,8.859000000000037,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,30.98999999999989,-14.675399999999968,130.4050000000001,-121.83090000000004,104.1830000000001,-97.3442,100.30599999999993,-95.43079999999998,89.87600000000009,-82.8007,90.42400000000008,-82.94309999999996,52.73400000000004,-29.32029999999997,58.1629999999999,-23.89279999999997,63.739999999999895,-18.199600000000032,-1007.957,-1007.957,64.45500000000004,-17.50109999999995,-0.7124999999999773,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,68.88370000000003,69.26120000000003,200.1761,198.37080000000003,199.79170000000005,205.9119000000001,218.5336,226.5666,189.7687,198.87920000000005,189.50080000000003,197.1626,303.1915,305.0085,523.1169,526.0461,739.6830000000001,739.4610000000001,-310.477,-310.477,791.1329999999999,791.0790000000001,-10.337879999999998,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-40.026127,-41.820473,-60.43866,-61.91189,78.75650999999999,77.39571000000001,119.16801,117.00201,122.38821000000002,121.52541000000002,88.69301000000002,87.86881,-60.97454,-61.77425,-89.67781,-80.03941999999999,-141.02299,-143.20525,-48.49379,-48.49379,-94.92513,-97.29511
1,9,/Users/salomekoller/Library/CloudStorage/OneDrive-ZHAW/8. Semester/Bachelorarbeit/Unity VR Environment/Assets/AvatarDataAugmentation/Data/KeypointsExportKompensiert.csv,9.619000000000028,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,31.688999999999965,-13.976300000000036,131.27599999999995,-121.74509999999998,104.89199999999994,-96.67129999999996,100.9720000000001,-94.66750000000002,90.52200000000003,-81.90290000000005,91.11399999999992,-82.18769999999995,53.222000000000094,-28.83389999999997,58.41899999999998,-23.62270000000001,63.73100000000011,-18.19870000000003,-1007.957,-1007.957,64.51200000000006,-17.475900000000024,-0.7764999999999986,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,68.8442,69.18110000000001,200.1259,197.98740000000004,199.4341,205.7632,218.08120000000008,226.46360000000004,189.3147,198.83300000000003,189.1274,197.0837,303.1952,304.96360000000004,523.1718000000001,526.0055,739.8349999999999,739.593,-310.477,-310.477,791.2010000000001,791.149,-11.585009999999995,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-41.229804,-43.026693,-61.84872,-63.3544,77.31481,75.83591000000001,117.76601000000002,115.41381,120.90331,119.90701,87.20841000000001,86.25291000000001,-61.81602,-62.51204,-90.16843,-80.78705,-141.13216,-143.38857,-48.49379,-48.49379,-94.94155,-97.40885
1,10,/Users/salomekoller/Library/CloudStorage/OneDrive-ZHAW/8. Semester/Bachelorarbeit/Unity VR Environment/Assets/AvatarDataAugmentation/Data/KeypointsExportKompensiert.csv,11.058999999999967,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,-1007.957,33.01699999999994,-12.646799999999985,132.98899999999992,-121.81809999999996,105.94999999999992,-95.36119999999994,101.85800000000006,-93.13819999999998,91.36199999999997,-80.06700000000001,92.11399999999992,-80.68799999999999,54.14999999999998,-27.90930000000003,58.87900000000002,-23.103399999999965,63.660999999999945,-18.18489999999997,-1007.957,-1007.957,64.5200000000001,-17.40700000000004,-0.8927999999999656,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,-310.477,68.75370000000004,69.0102,199.9988,197.11720000000005,198.75600000000003,205.28340000000003,217.2229,226.04560000000004,188.45360000000005,198.5416,188.41920000000005,196.75230000000005,303.1872000000001,304.8670000000001,523.2608,525.9321,740.15,739.929,-310.477,-310.477,791.3190000000001,791.291,-14.193999999999996,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-48.49379,-43.760118,-45.60931,-64.75892999999999,-66.45103,74.27511000000001,72.46061,114.79181,111.99441000000002,117.74811,116.38131,84.05591000000001,82.73391000000001,-63.5977,-64.08984,-91.27044,-82.19584,-141.31486999999998,-143.42676,-48.49379,-48.49379,-94.90687,-97.2318
