path,frame,compensation,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20,x_21,y_21,z_21,x_22,y_22,z_22,x_23,y_23,z_23,x_24,y_24,z_24,x_25,y_25,z_25,x_26,y_26,z_26,x_27,y_27,z_27,x_28,y_28,z_28,x_29,y_29,z_29,x_30,y_30,z_30,x_31,y_31,z_31,x_32,y_32,z_32
/Users/salomekoller/Library/CloudStorage/OneDrive-ZHAW/8. Semester/Bachelorarbeit/Unity VR Environment/Assets/AvatarDataAugmentation/Data/KeypointsExportKompensiert.csv,1,1,1026.738,309.6343,6.366447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1046.968,377.6547,-24.71755,1001.291,377.7959,-26.24646,1156.087,501.6635,-68.98211,867.6235,492.4141,-44.62629,1100.374,518.0617,60.20833,930.5626,501.5965,81.93376,1088.093,541.5872,96.19591,940.9977,521.6974,120.4824,1076.844,513.2936,100.6123,958.2812,496.2632,119.5054,1084.66,508.8801,68.12909,948.5149,495.0525,87.27365,1066.838,612.8381,-34.51835,984.789,614.0735,-32.73196,1069.485,834.2047,-49.0223,987.6185,835.6185,-44.15625,1071.402,1052.099,-94.70226,989.4957,1052.143,-95.94336,0,0,0,0,0,0,1073.29,1101.211,-46.15232,991.2915,1101.208,-47.34273
/Users/salomekoller/Library/CloudStorage/OneDrive-ZHAW/8. Semester/Bachelorarbeit/Unity VR Environment/Assets/AvatarDataAugmentation/Data/KeypointsExportKompensiert.csv,2,1,1026.903,309.8204,4.744083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1046.888,377.5719,-26.75197,1001.203,377.756,-27.96896,1157.48,499.7485,-75.04179,865.4536,491.0241,-45.33256,1098.837,519.7913,52.32527,931.9875,500.425,79.35884,1085.745,544.3106,87.35063,943.3535,520.5057,117.6539,1074.369,516.1542,92.28699,960.8475,495.2458,116.0831,1082.935,510.8383,60.12958,950.1517,494.0408,84.14757,1066.87,612.8023,-35.87401,984.8242,614.0207,-33.91214,1069.529,834.2729,-48.68926,987.6639,835.6219,-44.18206,1071.326,1052.098,-94.70456,989.4137,1052.112,-96.11496,0,0,0,0,0,0,1073.273,1101.047,-45.99267,991.3307,1101.044,-47.38419
/Users/salomekoller/Library/CloudStorage/OneDrive-ZHAW/8. Semester/Bachelorarbeit/Unity VR Environment/Assets/AvatarDataAugmentation/Data/KeypointsExportKompensiert.csv,3,1,1027.267,310.5225,0.2704086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1046.449,377.3835,-32.61403,1000.748,377.7057,-32.7448,1162.001,492.5119,-93.63065,859.0287,486.8129,-46.54328,1095.02,524.9196,26.89477,936.0319,496.9497,71.90857,1079.743,552.7646,58.36934,950.2036,517.0057,109.2696,1067.866,525.2308,65.25436,968.143,492.2395,105.895,1078.563,516.7784,34.43444,954.7076,491.0164,75.01259,1066.834,612.744,-39.89488,984.8032,613.9229,-37.36964,1069.523,834.2846,-51.42936,987.688,835.5732,-46.50819,1071.121,1052.283,-96.62212,989.2287,1052.391,-97.06204,0,0,0,0,0,0,1073.352,1100.549,-47.24519,991.3734,1100.542,-47.56851
/Users/salomekoller/Library/CloudStorage/OneDrive-ZHAW/8. Semester/Bachelorarbeit/Unity VR Environment/Assets/AvatarDataAugmentation/Data/KeypointsExportKompensiert.csv,4,1,1027.395,310.9273,-1.705334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1046.154,377.3146,-35.32658,1000.456,377.7043,-34.87141,1164.428,488.158,-102.5412,855.9855,484.7202,-46.83852,1093.685,526.9543,13.87785,937.7117,495.3175,68.364,1077.455,556.4265,43.32882,953.1873,515.3986,105.1905,1065.281,529.3038,51.24823,971.257,490.8577,100.971,1076.966,519.2369,21.28403,956.5676,489.5924,70.6667,1066.754,612.7329,-41.81406,984.7327,613.8982,-38.98647,1069.399,834.1311,-55.82763,987.5797,835.4119,-50.99869,1071.098,1053.06,-96.26721,989.1653,1053.031,-97.98163,0,0,0,0,0,0,1073.355,1100.273,-45.88329,991.412,1100.262,-47.61457
/Users/salomekoller/Library/CloudStorage/OneDrive-ZHAW/8. Semester/Bachelorarbeit/Unity VR Environment/Assets/AvatarDataAugmentation/Data/KeypointsExportKompensiert.csv,5,1,1027.442,311.1841,-2.786865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045.958,377.2992,-36.82978,1000.265,377.7222,-36.04152,1165.839,485.5422,-107.3692,854.3091,483.5525,-47.00709,1093.104,527.9081,6.550739,938.5045,494.4398,66.37591,1076.391,558.2719,34.8011,954.6685,514.5466,102.8913,1064.025,531.4146,43.30658,972.7922,490.1274,98.22166,1076.238,520.4374,13.87741,957.4421,488.8284,68.24805,1066.674,612.7463,-42.90399,984.6589,613.906,-39.90026,1069.27,834.0057,-58.97007,987.4871,835.3401,-53.30347,1071.046,1053.418,-96.69846,989.1038,1053.348,-98.45052,0,0,0,0,0,0,1073.351,1100.149,-45.8702,991.4117,1100.154,-47.69105
/Users/salomekoller/Library/CloudStorage/OneDrive-ZHAW/8. Semester/Bachelorarbeit/Unity VR Environment/Assets/AvatarDataAugmentation/Data/KeypointsExportKompensiert.csv,6,1,1027.587,311.7885,-4.784176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045.537,377.3331,-39.72217,999.863,377.8043,-38.20093,1168.505,479.9446,-116.9603,850.9167,481.11,-47.01736,1092.074,529.4429,-8.464268,939.9594,492.6967,62.52818,1074.488,561.5645,17.19294,957.489,512.8888,98.36015,1061.747,535.3171,26.95584,975.6892,488.716,92.79252,1074.94,522.4722,-1.269634,959.0305,487.3193,63.53055,1066.469,612.8278,-44.96982,984.4691,613.9795,-41.5869,1068.837,833.5128,-67.62046,987.22,835.1782,-58.44818,1070.895,1054.098,-97.72101,988.9437,1054.051,-99.18819,0,0,0,0,0,0,1073.385,1099.922,-46.08099,991.4098,1100.018,-47.67466
/Users/salomekoller/Library/CloudStorage/OneDrive-ZHAW/8. Semester/Bachelorarbeit/Unity VR Environment/Assets/AvatarDataAugmentation/Data/KeypointsExportKompensiert.csv,7,1,1027.775,312.85,-7.016369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044.966,377.4781,-43.26716,999.3376,378.0386,-40.72556,1171.434,472.4395,-128.5788,846.8242,478.1625,-46.53064,1090.855,529.8534,-27.21926,942.1135,489.723,57.62978,1072.199,563.7896,-4.866024,961.5374,509.7761,92.55135,1059.114,538.3213,6.391586,979.614,485.8458,85.68458,1073.455,523.3832,-20.1967,961.2628,484.5367,57.44895,1066.238,613.0333,-47.45057,984.2614,614.1815,-43.53722,1068.49,833.4145,-72.89891,986.506,834.1409,-72.40755,1070.75,1054.573,-98.43697,988.8265,1055.05,-100.0097,0,0,0,0,0,0,1073.453,1099.185,-45.75801,991.5165,1099.505,-47.19687
/Users/salomekoller/Library/CloudStorage/OneDrive-ZHAW/8. Semester/Bachelorarbeit/Unity VR Environment/Assets/AvatarDataAugmentation/Data/KeypointsExportKompensiert.csv,8,1,1028.694,318.0526,-26.53284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042.108,378.782,-67.31252,996.9236,378.9938,-60.45339,1169.371,446.1507,-182.4452,826.4355,457.0862,-54.38668,1068.252,522.1667,-118.7306,938.7555,474.3485,30.16693,1042.112,557.9835,-112.963,962.6531,494.8936,61.88026,1030.741,536.3796,-94.24053,981.2138,473.2717,50.27988,1050.918,515.6778,-111.5616,957.902,471.196,26.03155,1064.064,614.0027,-63.28607,982.3681,615.1733,-55.46107,1068.22,835.675,-71.32642,986.7156,836.7866,-64.91513,1070.338,1056.404,-100.3544,988.4443,1056.446,-101.1737,0,0,0,0,0,0,1073.124,1100.442,-47.19843,991.3169,1100.38,-47.93609
/Users/salomekoller/Library/CloudStorage/OneDrive-ZHAW/8. Semester/Bachelorarbeit/Unity VR Environment/Assets/AvatarDataAugmentation/Data/KeypointsExportKompensiert.csv,9,1,1028.873,317.9332,-29.34641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041.938,378.988,-69.75167,996.8094,379.1219,-62.53725,1167.946,446.8987,-185.8874,825.167,455.2711,-54.73582,1064.894,521.5269,-123.6458,937.7875,473.0951,29.30001,1037.939,556.8282,-118.4874,961.6074,493.5978,61.09903,1026.974,535.242,-99.50349,980.3863,472.3692,49.12941,1047.68,514.754,-116.4516,956.9479,470.2544,25.00679,1064.012,614.1027,-64.47594,982.3494,615.2643,-56.31303,1068.239,835.8006,-71.73792,986.7748,836.9008,-65.16585,1070.321,1056.587,-100.3267,988.4348,1056.604,-101.1652,0,0,0,0,0,0,1073.071,1100.596,-47.14471,991.2405,1100.549,-47.93379
/Users/salomekoller/Library/CloudStorage/OneDrive-ZHAW/8. Semester/Bachelorarbeit/Unity VR Environment/Assets/AvatarDataAugmentation/Data/KeypointsExportKompensiert.csv,10,1,1028.708,318.1686,-32.77171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041.596,379.1458,-73.13922,996.5329,379.3279,-65.52763,1166.372,447.4074,-190.3132,823.7601,453.6511,-56.10549,1060.329,520.0816,-130.8453,936.6365,471.8037,27.51561,1032.212,554.6071,-126.7462,960.3814,492.1897,59.44555,1021.716,533.0907,-107.4211,979.3565,471.3597,47.09114,1043.255,512.9177,-123.695,955.8059,469.2631,23.07651,1063.994,614.2024,-66.38408,982.3731,615.3443,-57.81007,1068.277,835.9333,-72.51537,986.8166,837.004,-66.04951,1070.295,1056.848,-100.1025,988.3344,1056.784,-101.5795,0,0,0,0,0,0,1073.074,1100.755,-46.83862,991.2287,1100.756,-48.37421
/Users/salomekoller/Library/CloudStorage/OneDrive-ZHAW/8. Semester/Bachelorarbeit/Unity VR Environment/Assets/AvatarDataAugmentation/Data/KeypointsExportKompensiert.csv,11,1,1028.653,318.2794,-33.62581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041.505,379.1833,-74.02494,996.4599,379.3861,-66.30397,1166.04,447.6771,-191.3084,823.4171,453.2576,-56.37465,1059.242,519.7612,-132.4781,936.4164,471.3599,27.09115,1030.845,554.0826,-128.6014,960.1711,491.6727,59.06041,1020.448,532.5555,-109.2346,979.1781,470.9496,46.57619,1042.199,512.4912,-125.3607,955.5835,468.8919,22.60134,1064.011,614.2247,-66.84981,982.401,615.36,-58.17407,1068.298,835.9637,-72.6768,986.8342,837.0253,-66.26991,1070.292,1056.915,-99.96763,988.311,1056.83,-101.6505,0,0,0,0,0,0,1073.102,1100.792,-46.67993,991.2029,1100.813,-48.45442
/Users/salomekoller/Library/CloudStorage/OneDrive-ZHAW/8. Semester/Bachelorarbeit/Unity VR Environment/Assets/AvatarDataAugmentation/Data/KeypointsExportKompensiert.csv,12,1,1028.592,318.7383,-37.22397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041.225,379.3674,-77.71964,996.2601,379.6083,-69.54929,1165.122,449.3075,-194.8719,822.1334,451.4774,-57.19369,1054.964,518.5433,-138.8823,935.6438,469.3461,25.6266,1025.395,551.9529,-135.9138,959.4393,489.3329,57.77052,1015.345,530.3027,-116.5012,978.5763,469.0742,44.73486,1038.038,510.7935,-131.9985,954.7983,467.1895,20.92757,1064.142,614.3156,-68.77061,982.5732,615.4133,-59.70713,1068.399,836.0849,-73.32817,986.907,837.0996,-67.26389,1070.248,1057.174,-99.48759,988.176,1057.026,-101.891,0,0,0,0,0,0,1073.054,1100.931,-46.10078,991.0273,1101.026,-48.70703
